Country Name,Country Code,Series Name,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Gambia, The",GMB,CO2 emissions (metric tons per capita),0.186908523,0.182827336,0.175752694,0.177350341,0.171824441,0.174615889,0.171921787,0.174107556,0.18057955,0.186108261,0.170291032,0.208591171,0.194583842,0.189113281,0.195134054,0.198449982,0.208730937,0.231743407,0.234930037,0.258183853,0.224129254,0.223649943,0.219746203,0.202647787,0.231519233,0.260037912,0.255997956,0.252941606,0.244507378,0.241900479,0.237529599,N/A,N/A
Georgia,GEO,"GDP per capita, PPP (current international $)",5724.600611,4636.720995,2592.89542,1862.26182,1730.656322,1882.306285,2210.232077,2565.84449,2742.305824,2920.209842,3100.988403,3375.179089,3647.998924,4159.376204,4546.583845,5171.57736,5866.588877,6818.50985,7139.012454,6984.247646,7564.892257,8360.297207,9826.052753,10611.77412,11575.54721,12089.16941,12858.4834,13589.70739,14596.06929,15624.97002,14748.63211,17088.88105,20113.37724
Georgia,GEO,CO2 emissions (metric tons per capita),6.973823407,5.274281933,4.118785267,3.277005152,2.159573175,1.755647933,1.416679969,1.26873572,1.175973647,1.087801574,1.17062709,0.875902663,0.743594029,0.79894001,0.858876491,1.087286023,1.211566904,1.45760873,1.257337696,1.474484056,1.405473639,1.73616463,1.929000551,2.158342273,2.326710605,2.523141909,2.632753008,2.657481054,2.609706729,2.835791247,2.754709196,N/A,N/A
Germany,DEU,"GDP per capita, PPP (current international $)",19463.62865,20996.1877,21721.85411,21875.23831,22797.55257,23565.65272,24078.54505,24572.63791,25345.66624,26291.21108,27204.29337,28373.97419,29178.63747,29909.67518,31334.01534,31794.09601,34158.12837,36292.07671,37802.38743,36816.20718,38950.71088,42541.53109,43359.61483,44993.89275,47011.55109,47609.781,50579.68393,53071.45557,55195.84054,57397.52388,56482.47563,58798.93735,63149.59869
Germany,DEU,CO2 emissions (metric tons per capita),12.02658028,11.65482681,11.0737594,10.93022121,10.75533973,10.70862232,11.0399715,10.63751979,10.54580477,10.1533792,10.09936589,10.29361229,10.10301134,10.13876361,9.95044613,9.729463121,9.886479572,9.527623267,9.617457887,8.971731407,9.453388627,9.299002904,9.451289047,9.624229367,9.088527768,9.087344804,9.072972388,8.858344511,8.537042688,7.927187624,7.255221028,N/A,N/A
Ghana,GHA,"GDP per capita, PPP (current international $)",1575.150843,1671.524688,1732.412519,1814.567732,1869.849594,1942.203292,2021.819786,2093.248333,2163.409733,2235.238566,2311.547835,2393.651127,2471.482223,2580.312748,2724.268096,2897.367514,3095.145404,3231.662607,3503.709454,3604.432313,3839.885758,4362.592882,4877.582214,5118.242139,5376.308829,5021.788687,4811.572816,4929.567954,5248.46349,5572.669189,5558.356264,5997.557665,6498.385727
Ghana,GHA,CO2 emissions (metric tons per capita),0.162937977,0.142468781,0.163629723,0.162013906,0.171036029,0.182603533,0.195208364,0.197317282,0.290611,0.303434501,0.251684396,0.269588732,0.321302402,0.299162935,0.270459231,0.281420358,0.337618069,0.355086316,0.327504378,0.37354771,0.405971225,0.412238584,0.479415246,0.504973607,0.474057678,0.49602474,0.492155068,0.500789782,0.543393317,0.572264896,0.602887453,N/A,N/A
Gibraltar,GIB,"GDP per capita, PPP (current international $)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gibraltar,GIB,CO2 emissions (metric tons per capita),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Greece,GRC,"GDP per capita, PPP (current international $)",13312.0493,14019.57424,14329.54819,14349.85744,14874.72989,15433.25268,16149.9045,17155.88048,18034.21348,18464.73208,19519.95681,20958.79401,22615.93561,23897.82661,25460.59937,25577.52411,28547.29656,29323.97973,30856.01184,30359.45115,27911.69743,25671.51609,24911.11963,25986.65032,26625.06181,26760.3633,27511.80102,28604.86094,29617.54834,31155.90712,28416.5239,31294.80029,36834.87109
Greece,GRC,CO2 emissions (metric tons per capita),7.415999071,7.346757395,7.517688376,7.465373028,7.584076054,7.842577172,7.800476963,7.856642447,8.127151425,8.12097682,8.741650786,8.893999815,8.860393054,9.170567172,9.113949332,9.278637163,9.137884944,9.441114623,9.063643358,8.529760961,7.874814737,7.613504634,7.250812154,6.610378952,6.385059031,6.285087825,6.20348737,6.210831583,6.058130519,5.595284353,4.767184937,N/A,N/A
Greenland,GRL,"GDP per capita, PPP (current international $)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Greenland,GRL,CO2 emissions (metric tons per capita),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Grenada,GRD,"GDP per capita, PPP (current international $)",4594.364459,4781.223083,4787.041392,4751.24109,4887.004898,5052.343616,5332.909689,5659.012135,6356.121654,6850.156545,7306.115958,7285.341369,7632.349357,8479.681512,8589.637125,9967.958141,9799.746305,10610.43005,10843.31622,10121.74045,10120.42616,10330.08298,10348.99851,10995.56926,12039.11205,13036.56082,13810.38775,14870.03149,15772.04804,16046.90915,13913.53161,15104.46454,16987.12842
Grenada,GRD,CO2 emissions (metric tons per capita),1.160055327,1.22095471,1.242082344,1.26550067,1.346269409,1.435710167,1.650039105,1.735686743,1.86440678,1.92093463,1.848611215,1.919656092,1.944914119,2.052602538,1.979619416,2.067952183,2.125455004,2.244797494,2.324899091,2.317018252,2.399179228,2.265093371,2.403547519,2.711531062,2.148814973,2.291141368,2.312321825,2.377585366,2.628900671,2.820964115,2.624067021,N/A,N/A
Guam,GUM,"GDP per capita, PPP (current international $)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Guam,GUM,CO2 emissions (metric tons per capita),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Guatemala,GTM,"GDP per capita, PPP (current international $)",3319.968844,3463.392875,3617.505427,3751.760102,3888.385488,4065.417101,4161.110666,4314.641397,4474.145231,4601.413727,4758.248081,4860.75067,5009.586478,5126.233469,5314.815602,5544.676707,5900.851227,6318.320288,6524.609737,6474.796935,6618.916031,6910.876502,7204.732938,7446.588009,7758.49317,8194.440681,8221.746427,8322.21681,8672.717782,9040.834113,8859.01174,9850.904667,10818.17172
Guatemala,GTM,CO2 emissions (metric tons per capita),0.434469617,0.433987385,0.506587609,0.522745293,0.542504415,0.619153543,0.588595818,0.608646614,0.7518684,0.726588571,0.814796785,0.828871341,0.863904873,0.85125378,0.850047957,0.892596491,0.874124842,0.923216169,0.820442149,0.848874194,0.804898453,0.810858922,0.824228643,0.867210614,0.914557102,1.057073109,1.10261826,1.027517281,1.105753673,1.145372815,1.000407336,N/A,N/A
Guinea,GIN,"GDP per capita, PPP (current international $)",881.6576081,898.3118912,918.7750302,958.002874,987.0458795,1025.066156,1059.925867,1110.980434,1142.61071,1176.05102,1208.833679,1264.789472,1330.042083,1342.784671,1381.368728,1438.63838,1470.030477,1576.122036,1632.940052,1585.791515,1641.250106,1726.182307,1772.704931,1784.690499,1775.501628,1789.018453,2045.094368,2383.578867,2531.140575,2653.082556,2749.983505,2913.509484,3187.019343
Guinea,GIN,CO2 emissions (metric tons per capita),0.157235946,0.154918562,0.154459877,0.154014343,0.154486739,0.155523036,0.160143379,0.164469196,0.17048387,0.175402822,0.179309814,0.185715434,0.190083926,0.194693405,0.197845361,0.200829005,0.203780561,0.207236096,0.205812295,0.211958042,0.243682824,0.249028469,0.228832188,0.195379103,0.196384745,0.216953418,0.235227854,0.271355057,0.297494262,0.350765779,0.343646151,N/A,N/A
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",1013.329345,1078.530688,1083.573417,1096.266966,1120.663757,1164.991551,1296.795308,1378.508768,983.9959061,989.3768296,1045.577118,1069.483057,1051.779906,1054.060374,1086.352766,1140.526245,1173.626676,1213.371301,1243.797325,1261.097036,1301.004359,1398.117143,1316.16757,1324.608211,1338.015633,1551.034122,1697.129045,1872.309281,1896.406983,1970.71281,1904.658634,2020.854866,2190.439234
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),0.176570103,0.174170101,0.173623331,0.175252493,0.168499574,0.165589292,0.155180939,0.169728752,0.145599377,0.158809887,0.119429759,0.11786413,0.119470038,0.148291381,0.152485989,0.151843173,0.15324332,0.158489203,0.150225304,0.15361486,0.153775475,0.151334635,0.14884581,0.145722022,0.151206699,0.157581198,0.166253123,0.163100202,0.165094768,0.165088606,0.163208369,N/A,N/A
Guyana,GUY,"GDP per capita, PPP (current international $)",3032.566676,3338.537346,3675.066958,4057.806792,4483.936337,4794.589605,5257.631852,5666.524317,5623.020946,5860.857441,5903.819779,6168.281133,6331.085303,6413.202937,6689.525608,6771.061588,7351.019766,8112.345461,8439.50566,8834.223432,9351.787923,10092.08249,10640.67256,11198.16014,11130.49447,11382.24238,11479.46201,12193.62168,12671.70299,13364.22157,19462.93436,24193.52752,40641.78734
Guyana,GUY,CO2 emissions (metric tons per capita),1.568564989,1.537704812,1.450607921,1.454785871,1.885274553,2.036214445,2.096683657,2.280422293,2.30951094,2.289931321,2.187336556,2.163438443,2.133172349,2.127111268,2.198378799,1.950220413,1.757460438,2.121818165,2.126500033,2.165966951,2.352219186,2.461067143,2.689370213,2.643226031,2.747100777,2.754761063,3.265238372,3.241131369,3.293512273,3.500331141,3.472771017,N/A,N/A
Haiti,HTI,"GDP per capita, PPP (current international $)",2179.485152,2249.845124,2136.678375,2029.164795,1790.656341,1971.954088,2052.650674,2105.350947,2136.171335,2184.859637,2213.014882,2214.977545,2233.840707,2316.906432,2308.649266,2413.682641,2489.979042,2633.706635,2711.12747,2843.085089,2683.688662,2846.881182,2801.350402,2992.430351,3005.800422,2938.044758,3138.541125,3200.042183,3286.586198,3244.292031,3136.849494,3179.257956,3305.075955
Haiti,HTI,CO2 emissions (metric tons per capita),0.147346026,0.141748118,0.125039899,0.094542019,0.025246821,0.118298495,0.136180083,0.160981972,0.162512951,0.168316473,0.176227314,0.188034674,0.210955411,0.205430058,0.185995876,0.187095995,0.185489594,0.21711472,0.21193187,0.204652562,0.249743977,0.270992109,0.238940563,0.258338055,0.290138811,0.310537245,0.314036533,0.306183719,0.298729952,0.297241022,0.283815024,N/A,N/A
Honduras,HND,"GDP per capita, PPP (current international $)",2010.146936,1953.608861,2060.844886,2184.579062,2174.216229,2292.356782,2312.857701,2393.80816,2442.302457,2394.421072,2556.419304,2614.067537,2683.047286,2788.131725,2966.63093,3167.059951,3398.067692,3622.036167,3763.50326,3617.158904,3719.19615,3863.651341,3963.015777,4067.289315,4368.555682,4729.153322,5043.871489,5447.698792,5694.958543,5851.742458,5309.790178,6148.664464,6741.096947
Honduras,HND,CO2 emissions (metric tons per capita),0.485570231,0.472321218,0.511565129,0.527703093,0.575294175,0.665510374,0.653320059,0.657002997,0.741693359,0.732581845,0.74919724,0.848233095,0.867219342,0.93395045,1.023619584,0.92187135,1.029605433,1.077183536,1.059903278,0.975305722,0.937979274,1.09833524,1.135689627,1.080835925,1.08285131,1.133809708,1.098712815,0.974047356,0.922234079,1.023855315,0.872911172,N/A,N/A
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",18250.04796,19778.33163,21310.63584,22774.02989,24115.14015,24711.05958,25096.09469,26608.32927,25114.40621,25858.56119,28221.06194,28805.62754,29607.82332,31176.4065,34528.14236,38075.1671,41741.36012,45250.20755,46818.47458,45861.01853,49190.5961,52277.46644,52234.59232,53691.83748,54781.64716,56408.93627,57225.09,59842.213,62523.13559,62119.40193,59022.83555,66248.81277,69049.43654
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hungary,HUN,"GDP per capita, PPP (current international $)",N/A,8325.565973,8257.605892,8414.228128,8859.302158,9192.59043,9352.284657,9824.818318,10398.34357,10873.24786,11855.46471,13210.45771,14526.38826,15479.02673,16268.93885,17108.34058,18382.55855,19096.70547,20721.50241,20722.88699,21741.54584,23029.44718,23267.44839,24547.98053,25691.52726,26798.85417,27941.92686,29496.16368,31908.86345,34645.56538,34169.92228,36773.31403,41906.65557
Hungary,HUN,CO2 emissions (metric tons per capita),6.499043569,6.222858465,5.593595581,5.636714492,5.586610921,5.560218279,5.669047693,5.538134934,5.586412989,5.65668672,5.350451,5.524415229,5.473180971,5.74427181,5.575243496,5.543852449,5.506450463,5.355168868,5.281251955,4.773098931,4.788038988,4.704029703,4.377582189,4.120313569,4.117501825,4.407596931,4.508691288,5.052101734,5.033254347,4.836876267,4.591652907,N/A,N/A
Iceland,ISL,"GDP per capita, PPP (current international $)",N/A,N/A,N/A,N/A,N/A,23955.55045,24775.7397,26873.01464,28721.78103,29557.54183,29784.83655,31882.1464,32607.10588,32700.89216,35616.40379,37322.73993,39697.76312,41468.67398,43728.11406,41864.61935,39773.26353,40936.86783,42004.44761,44409.66895,45996.96875,49201.0641,53480.39719,55638.49206,57197.76762,59608.04786,54303.90417,58195.36309,69081.26167
Iceland,ISL,CO2 emissions (metric tons per capita),7.642312794,7.424368786,7.449714047,7.521660821,7.85892843,7.481792214,8.429100537,7.94447641,7.857703241,7.626297403,7.913941786,7.591343589,7.803793088,7.689977584,7.908920342,7.620461423,7.610227071,7.648363429,6.87628775,6.618545113,6.159973085,5.919332694,5.799211764,6.27555874,6.254085392,6.219488234,4.868247282,4.866045428,4.817688768,4.543450104,3.947465365,N/A,N/A
India,IND,"GDP per capita, PPP (current international $)",1204.242059,1231.955439,1301.824124,1367.697536,1460.115434,1572.021447,1688.386407,1753.085925,1847.256696,2001.634107,2087.224776,2197.109404,2275.441506,2459.953916,2680.898081,2936.560443,3221.697778,3510.388774,3636.060371,3892.530031,4215.580828,4467.466655,4827.945973,5016.928746,5187.255759,5412.336239,5778.269614,6112.06665,6590.882301,6897.770038,6517.761388,7367.994665,8379.062487
India,IND,CO2 emissions (metric tons per capita),0.647451316,0.683086373,0.69007405,0.703136167,0.725622135,0.76518964,0.787231756,0.817360076,0.818720963,0.866242339,0.885077949,0.883746998,0.897242649,0.905456602,0.955470157,0.984261473,1.036533922,1.123599482,1.180361247,1.278873603,1.338033835,1.396878498,1.498204123,1.5276744,1.642465277,1.631323487,1.639914019,1.704926721,1.795595299,1.752534366,1.576093232,N/A,N/A
Indonesia,IDN,"GDP per capita, PPP (current international $)",3069.98304,3330.325083,3566.031188,3823.257811,4130.580196,4489.873211,4850.37751,5083.757931,4396.787351,4427.113458,4681.91945,4892.352515,5121.33454,5399.32871,5749.521451,6188.855532,6643.880722,7161.810728,7638.009575,7941.166333,8430.615417,9022.72138,9645.149197,10009.0107,10233.98527,10219.17641,10482.699,10941.92095,11671.43233,12360.69174,12160.71676,13086.39242,14652.92828
Indonesia,IDN,CO2 emissions (metric tons per capita),0.814355526,0.875665865,0.909084854,0.965317195,1.021788842,1.128891779,1.175510968,1.276252473,1.263883408,1.324582905,1.310938133,1.391237665,1.388514514,1.496673475,1.510301505,1.495368915,1.572351362,1.617812178,1.580832415,1.622875724,1.702905979,1.925542224,1.925450048,1.770402032,1.891427827,1.887564481,1.848303852,1.948574431,2.126836838,2.245285771,2.071658962,N/A,N/A
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",7592.106748,8511.718708,8783.611487,8802.69605,8804.049607,9081.989888,9707.284315,9866.725255,10027.88868,10209.83708,10871.13341,11188.9895,12162.41857,13349.50528,14073.07565,14738.15224,15707.85852,17196.28961,17330.67303,17379.40321,18348.51528,18981.2308,16757.19207,15939.68053,15704.91642,13828.43857,14661.83944,15163.29231,14980.63479,14681.68732,15240.77291,16557.04618,18075.05497
"Iran, Islamic Rep.",IRN,CO2 emissions (metric tons per capita),3.557246653,3.778200791,3.935370832,3.961631604,4.446007668,4.466162563,4.542523831,4.679835238,4.585422063,5.015303279,5.194284917,5.310374072,5.49371214,5.735837341,6.047643734,6.423183788,6.793040158,7.109332655,7.133930129,7.296521917,7.179825153,7.231194867,7.230857675,7.439600755,7.570578314,7.325792139,7.288966176,7.412902628,7.445127905,7.222980003,7.063351321,N/A,N/A
Iraq,IRQ,"GDP per capita, PPP (current international $)",N/A,2681.847706,3530.27692,4486.521678,4535.144368,4570.228538,5001.941276,5977.816033,7896.674287,9112.657586,10538.5354,10622.1277,9590.305474,6008.405549,9194.798483,9359.558954,10120.16251,10680.06189,11555.74417,11597.83401,12098.90311,12825.63742,14279.26515,14517.48261,13005.7538,9198.737829,8920.041235,9976.854942,10235.33636,10736.12226,9343.734411,9695.626465,10861.82189
Iraq,IRQ,CO2 emissions (metric tons per capita),3.636029826,2.552064066,3.662536585,4.641523878,5.04324535,4.776814087,4.569494105,5.32494849,3.981354145,3.052567566,3.558041546,3.83680457,3.472238013,3.002646255,3.162657111,2.966264934,2.869965678,2.674379896,3.016467613,3.110217425,3.471956948,3.491246743,3.809431762,3.920421174,3.647856089,3.526944212,3.702550805,3.948808972,4.142680466,4.347264139,3.84217782,N/A,N/A
Ireland,IRL,"GDP per capita, PPP (current international $)",13743.54212,14399.45419,15116.50987,15812.26333,17012.29566,18945.06141,20481.11707,22636.21592,25093.0949,27041.34742,30211.48222,32573.5306,35222.02872,36284.92798,38733.58417,40466.23435,44229.52458,46779.39635,44169.09434,41471.4941,43208.24453,45085.39009,46388.57961,47842.99409,51137.97697,69074.96762,71537.58187,77968.62985,84708.25092,89716.1637,93942.60575,106570.3984,126905.1985
Ireland,IRL,CO2 emissions (metric tons per capita),8.810964452,8.903397765,8.853736058,8.851031846,9.140716346,9.268405009,9.572812171,9.79064393,10.34800587,10.64595958,11.17780685,11.59143385,11.17253106,11.03129447,10.97904754,11.21429433,11.05938776,10.59454751,10.22627242,8.948168564,8.847879074,7.966687947,8.046360359,7.718343463,7.633852469,7.887609351,8.203375787,7.848149556,7.699027554,7.257748757,6.76822759,N/A,N/A
Isle of Man,IMN,"GDP per capita, PPP (current international $)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Isle of Man,IMN,CO2 emissions (metric tons per capita),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Israel,ISR,"GDP per capita, PPP (current international $)",N/A,N/A,N/A,N/A,N/A,20500.53075,21542.62771,22183.3346,22828.27867,23319.96677,25688.08234,25740.79456,26044.74349,24648.27091,26056.3453,25625.03904,26336.42822,28175.20726,27994.90107,27903.11705,29298.96195,31161.72418,32322.69352,34740.40169,34740.31091,35864.273,38208.35624,39448.13915,40231.90526,40937.00956,40219.26852,44064.5638,49509.12899
Israel,ISR,CO2 emissions (metric tons per capita),7.254484979,6.975873914,7.194475893,7.699030603,8.031339137,8.435581605,8.561858749,8.733276217,8.625808072,8.650383673,9.063014788,9.000232955,9.296894977,9.406326143,9.275943604,8.803971083,9.120178063,9.275344355,9.127079685,8.780551993,9.250262343,8.99106338,9.615473105,8.313480985,7.877332425,7.913354256,7.633161713,7.563873618,6.91499302,6.935752154,6.345216004,N/A,N/A
Italy,ITA,"GDP per capita, PPP (current international $)",18638.23171,19551.43204,20150.13584,20439.3522,21320.50437,22395.61368,23058.97684,23875.77913,25021.65968,25602.38947,27077.63273,28039.09289,28736.57711,29198.39927,29554.86256,30130.64446,32451.49348,34145.54606,35523.27131,34603.25586,35156.66839,36598.01497,36486.29679,36314.6971,36194.87392,36899.38521,39926.95466,41581.12079,43036.24378,45799.77225,43144.40642,46705.01791,51864.97774
Italy,ITA,CO2 emissions (metric tons per capita),7.145053425,7.119179515,7.08265725,6.984254473,6.901161788,7.325536211,7.248530833,7.303824626,7.492472245,7.607846446,7.662108329,7.66262916,7.772183978,8.064421038,8.189340766,8.173814347,8.025843914,7.860786871,7.564324796,6.718921188,6.836875163,6.68055037,6.32766192,5.751877662,5.38744256,5.563294289,5.498244377,5.437912061,5.376940361,5.311030987,4.732372771,N/A,N/A
Jamaica,JAM,"GDP per capita, PPP (current international $)",4816.160377,5176.996263,5348.169457,5930.864672,6079.211955,6288.772323,6337.231418,6317.966997,6187.579073,6292.395288,6451.899649,6652.370572,6857.452873,7214.214656,7469.314226,7735.114232,8165.919733,8470.290267,8530.609009,8178.963348,8122.350005,8396.881317,8431.375117,8703.54096,8823.114362,9095.919824,9533.839562,9984.577117,10405.03397,10678.84167,9724.163469,10601.17382,11821.58495
Jamaica,JAM,CO2 emissions (metric tons per capita),3.121532757,3.070360016,3.346992123,3.386291196,3.375276047,3.460148595,3.57208,3.602530613,3.776769632,3.846478276,3.855516699,3.841807264,3.885690634,3.997318775,3.968432717,3.946298335,4.483763747,4.453356464,3.550009534,2.897809691,2.73594899,2.74178319,2.521544001,2.669295226,2.582578182,2.536711225,2.693657355,2.572661211,3.054588907,2.983289697,2.069041808,N/A,N/A
Japan,JPN,"GDP per capita, PPP (current international $)",19580.71263,20857.32814,21431.61413,21763.99658,22823.44171,23859.06605,25000.53392,25620.0681,25509.8996,25735.97109,27287.27019,27942.34665,28623.58845,29392.24899,30830.65845,32169.86749,33634.63171,35015.98657,35273.79115,33547.28342,35335.37351,36214.43977,37605.97426,39402.0251,39555.41201,40898.80697,40596.96866,41444.21574,42141.9353,42270.96279,41683.91558,42833.85133,45572.72382
Japan,JPN,CO2 emissions (metric tons per capita),8.831598341,8.905499177,8.961503717,8.872832435,9.272836281,9.33264314,9.420124526,9.30217362,8.942092563,9.231189045,9.3377238,9.220202282,9.468870493,9.504764403,9.449563638,9.512764042,9.331294289,9.593603175,9.04895325,8.609230985,9.036009995,9.495009896,9.827855738,9.944495272,9.564305918,9.268049646,9.166714407,9.063691208,8.76197885,8.478400575,8.03149587,N/A,N/A
Jordan,JOR,"GDP per capita, PPP (current international $)",4492.037726,4479.531892,4967.408994,5041.029811,5148.940007,5357.436777,5387.537911,5512.266673,5610.955786,5756.493028,6008.923974,6333.894482,6659.910168,6915.90387,7520.004934,8171.836442,8510.710973,8874.170313,9464.339703,9785.721106,9912.172408,10133.77152,10308.04395,10320.79788,9457.596728,9237.718184,9056.909866,9629.102997,9814.924305,9939.037003,9698.43367,10155.42499,11003.12452
Jordan,JOR,CO2 emissions (metric tons per capita),2.854116274,2.667809302,3.083953578,2.994239846,3.037352922,3.051481597,3.009172266,3.03646329,3.017090032,2.95525448,3.217472342,3.147380266,3.198445199,3.207825182,3.358546518,3.498966459,3.319371355,3.257965566,3.016641507,3.047713492,2.9138722,2.919319042,3.344947068,3.093473085,2.951377138,2.66573038,2.481771573,2.547315661,2.362363185,2.163621448,1.919172426,N/A,N/A
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",8261.674223,7553.627384,7321.916901,6830.161599,6185.742922,5918.374353,6149.413066,6462.952863,6523.298279,6859.037588,7725.002523,8980.674385,10014.05069,11123.89013,12432.36623,13941.50088,15742.06403,17406.16112,17985.38574,17958.31266,19227.1844,20779.44425,22032.17454,24504.76609,24726.47287,23224.11784,23818.82483,24862.96612,26158.44577,27469.4151,26782.10018,28811.87883,30809.87943
Kazakhstan,KAZ,CO2 emissions (metric tons per capita),14.51253364,14.97509894,15.44134273,13.38440816,12.33574796,11.07959899,9.846745718,8.623793359,9.012845317,8.215849362,8.072763922,7.904209994,8.820775199,9.802269351,10.52619519,11.17166937,12.10466887,12.81257685,15.34125316,13.27406094,14.07327542,14.82468475,14.5663226,15.26310479,12.10422549,10.89105129,11.37883973,11.9137581,11.86754957,11.05087035,11.29774331,N/A,N/A
Kenya,KEN,"GDP per capita, PPP (current international $)",1708.987304,1735.54908,1708.237557,1704.030501,1735.530459,1798.747623,1856.701691,1847.609122,1878.673128,1895.228033,1893.76402,1949.66935,1931.39493,1967.994184,2061.41531,2185.602662,2328.560704,2480.651588,2459.727742,2482.750986,2639.634774,2758.24151,2870.680261,3147.949284,3421.245961,3763.763686,4025.841747,4312.908917,4572.149937,4796.354095,4749.276967,5236.612163,5763.910092
Kenya,KEN,CO2 emissions (metric tons per capita),0.270655694,0.251594652,0.246952807,0.235953848,0.233682552,0.24447932,0.260655736,0.239660722,0.254353747,0.257382506,0.279732601,0.247786636,0.233826766,0.202475058,0.220244198,0.242937186,0.264463997,0.259456679,0.265693416,0.307805553,0.323340092,0.327520883,0.296879605,0.321208738,0.364375326,0.386120074,0.403178475,0.41058151,0.385437968,0.382362033,0.374079219,N/A,N/A
Kiribati,KIR,"GDP per capita, PPP (current international $)",1207.833907,1224.427427,1242.412746,1263.587075,1293.668005,1301.067549,1325.370067,1346.698493,1425.840384,1399.484532,1494.327548,1477.169517,1525.516783,1554.829981,1539.183515,1633.128285,1650.425876,1697.050456,1661.369986,1653.162893,1623.667104,1657.817006,1747.778217,1824.712697,1811.689674,1980.668736,1960.613473,1970.825881,2088.458928,2046.81068,2003.323401,2215.729789,2364.726563
Kiribati,KIR,CO2 emissions (metric tons per capita),0.319471807,0.322403801,0.323487503,0.366656973,0.340127579,0.369411274,0.417712961,0.390235802,0.36594604,0.367743931,0.399657758,0.38329412,0.472943723,0.493096647,0.527934819,0.629558698,0.68243358,0.570599424,0.615585865,0.552851051,0.502801056,0.493305786,0.516941712,0.563052131,0.522676871,0.520105906,0.478428527,0.604011233,0.598719134,0.592397035,0.449933973,N/A,N/A
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (current international $)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
